link,skills,salary,experience,name
https://hh.ru/vacancy/50486123?from=vacancy_search_list&query=data%20analyst,"['Английский\xa0— C1 — Продвинутый', 'GetCourse', 'Управление проектами', 'Оптимизация бизнес-процессов', 'CRM', 'Английский — C1 — Продвинутый', 'Email маркетинг', 'SMS маркетинг', 'Internet Marketing', 'Интернет-реклама', 'Интернет маркетинг', 'Копирайтинг', 'Zoom', 'Управление командой', 'Креативность', 'Ориентация на результат', 'B2B маркетинг', 'B2C маркетинг', 'Маркетинг', 'Управление продажами', 'Управление интернет-проектами', 'Маркетинговые коммуникации', 'Social Media Marketing']",от 2 000 USD до вычета налогов,3–6 лет,Продуктовый маркетолог (USA)
https://hh.ru/vacancy/50139179?from=vacancy_search_list&query=data%20analyst,[],от 150 000 до 150 000 руб. до вычета налогов,1–3 года,Digital-аналитик в интернет-магазин LG
https://hh.ru/vacancy/47536087?from=vacancy_search_list&query=data%20analyst,[],от 95 000 руб. на руки,1–3 года,Лингвист-аналитик
https://hh.ru/vacancy/50333766?from=vacancy_search_list&query=data%20analyst,"['Английский язык', 'Грамотная речь', 'Грамотность', 'Работа с большим объемом информации', 'Написание текстов']",от 700 до 780 USD на руки,не требуется,Аналитик (удаленно)
https://hh.ru/vacancy/50666237?from=vacancy_search_list&query=data%20analyst,"['Английский\xa0— C1 — Продвинутый', 'Русский\xa0— C1 — Продвинутый', 'SQL', 'Английский язык', 'Time management', 'Data Analysis', 'Teamplayer', 'Slack', 'Analytical skills', 'Notion', 'Data Managment', 'Real Estate experience', 'Базы данных', 'Creativity', 'Databases', 'CRM', 'MS Office', 'Proactive', 'Fluent English', 'Наполнение контентом', 'Администрирование сайтов']",от 1 000 USD на руки,1–3 года,Property Listing & Data Manager (Remote)
https://hh.ru/vacancy/50358885?from=vacancy_search_list&query=data%20analyst,[],от 180 000 руб. на руки,3–6 лет,Ведущий аналитик
https://hh.ru/vacancy/49667270?from=vacancy_search_list&query=data%20analyst,"['Английский\xa0— B2 — Средне-продвинутый', 'PostgreSQL', 'SQL', 'Python', 'Spark', 'SCALA', 'ClickHouse', 'Big Data', 'pySpark']",от 300 000 до 400 000 руб. до вычета налогов,3–6 лет,PostgreSQL Senior Development Specialist
https://hh.ru/vacancy/49967333?from=vacancy_search_list&query=data%20analyst,[],от 180 000 руб. на руки,3–6 лет,Аналитик e-commerce
https://hh.ru/vacancy/50205022?from=vacancy_search_list&query=data%20analyst,"['Английский\xa0— C1 — Продвинутый', 'Data Analysis', 'HR Analytics', 'HR Metrics', 'People Management', 'HRIS']",от 1 700 USD на руки,3–6 лет,People Operations Specialist (Remote)
https://hh.ru/vacancy/50611435?from=vacancy_search_list&query=data%20analyst,"['Python', 'Git', 'Linux', 'Flask', 'MongoDB', 'ООП', 'Data Science', 'clickhouse', 'JavaScript', 'Natural language processing']",от 200 000 до 280 000 руб. на руки,3–6 лет,Python-разработчик
https://hh.ru/vacancy/44684970?from=vacancy_search_list&query=data%20analyst,[],от 230 000 руб. на руки,1–3 года,Ведущий программист DWH/BI
https://hh.ru/vacancy/48202715?from=vacancy_search_list&query=data%20analyst,"['Управление проектами', 'A/B тесты', 'Mobile', 'Мобильные приложения']",от 200 000 до 300 000 руб. на руки,более 6 лет,Senior Project Manager
https://hh.ru/vacancy/50598616?from=vacancy_search_list&query=data%20analyst,[],от 300 000 руб. на руки,3–6 лет,Tech Lead команда речевой аналитики (MTS AI)
https://hh.ru/vacancy/40551245?from=vacancy_search_list&query=data%20analyst,"['Python', 'SQL', 'ETL', 'Docker', 'Podman', 'Data Engineering', 'XPath', 'XML', 'Flask']",от 100 000 до 160 000 руб. до вычета налогов,3–6 лет,Разработчик (Python)
https://hh.ru/vacancy/49947367?from=vacancy_search_list&query=data%20analyst,"['MS PowerPoint', 'Аналитическое мышление', 'Работа с большим объемом информации', 'Обучение и развитие', 'Адаптация персонала', 'Анализ данных', 'Аналитические исследования', 'Аналитика', 'Автоматизация процессов', 'Автоматизация процессов управления персоналом', 'HR аналитик', 'HR', 'Визуализация данных', 'Python', 'Tableau']",до 180 000 руб. до вычета налогов,1–3 года,HR Аналитик
https://hh.ru/vacancy/44491610?from=vacancy_search_list&query=data%20analyst,[],от 200 000 до 250 000 руб. на руки,3–6 лет,Product owner / Ведущий менеджер продукта
https://hh.ru/vacancy/50127903?from=vacancy_search_list&query=data%20analyst,"['Английский\xa0— B2 — Средне-продвинутый', 'Angular', 'CSS3', 'ECMAScript', 'JavaScript', 'Es6', 'SEO', 'Java']",от 5 700 до 7 000 USD до вычета налогов,3–6 лет,Full Stack Developer (Angular Universal/Java)
https://hh.ru/vacancy/47897063?from=vacancy_search_list&query=data%20analyst,"['Английский\xa0— A1 — Начальный', 'Разработка технических заданий', 'Информационные технологии', 'Аналитика', 'ISO', 'BPMN', 'JSON', 'REST', 'ГОСТ', 'Agile Project Management', 'Scrum']",от 140 000 до 200 000 руб. на руки,3–6 лет,Ведущий системный аналитик
https://hh.ru/vacancy/50477649?from=vacancy_search_list&query=data%20analyst,"['Английский\xa0— B2 — Средне-продвинутый', 'Angular', 'ECMAScript', 'CSS3', 'JavaScript', 'Es6', 'SEO', 'Java']",от 5 700 до 7 000 USD до вычета налогов,3–6 лет,Full Stack Developer (Angular Universal/Java)
https://hh.ru/vacancy/50174063?from=vacancy_search_list&query=data%20analyst,"['Маркетинговые исследования', 'SWOT анализ', 'b2b исследования', 'Data Mining: SPSS', 'Креативность']",от 100 000 до 150 000 руб. на руки,3–6 лет,Маркетолог-аналитик
https://hh.ru/vacancy/47536097?from=vacancy_search_list&query=data%20analyst,[],от 90 000 руб. на руки,1–3 года,Лингвист-аналитик (арабский язык)
https://hh.ru/vacancy/49929568?from=vacancy_search_list&query=data%20analyst,"['Английский\xa0— C1 — Продвинутый', 'Английский язык', 'Английский язык - C1 - Продвинутый', 'Digital Marketing', 'Google Analytics', 'CRM', 'Internet Marketing']",от 150 000 руб. на руки,не требуется,Product marketing manager / Продуктовый маркетолог
https://hh.ru/vacancy/50311320?from=vacancy_search_list&query=data%20analyst,"['Анализ рынка', 'Ценообразование', 'MS PowerPoint', 'Big Data', 'Бенчмаркинг', 'Прогнозирование', 'Исследования рынка', 'Сбор и анализ информации', 'Анализ ценообразования', 'Работа с большим объемом информации']",от 100 000 руб. на руки,3–6 лет,Аналитик рынка недвижимости
https://hh.ru/vacancy/50525977?from=vacancy_search_list&query=data%20analyst,"['Английский\xa0— B2 — Средне-продвинутый', 'Управление продуктом', 'Английский язык', 'Разработка нового продукта', 'Запуск новых продуктов', 'Product Management', 'Управление проектом', 'Лидерство', 'План продвижения', 'Управление командой', 'Работа в команде', 'Английский — B2']",от 100 000 до 150 000 руб. на руки,3–6 лет,Product manager онлайн-курсов в зарубежный проект
https://hh.ru/vacancy/50233836?from=vacancy_search_list&query=data%20analyst,"['Python', 'Git', 'Linux', 'Flask', 'MongoDB']",от 200 000 до 280 000 руб. на руки,3–6 лет,Программист Python (Middle/Senior)
https://hh.ru/vacancy/49926084?from=vacancy_search_list&query=data%20analyst,"['Работа с базами данных', 'Умение анализировать', 'директ маркетинг', 'Основы маркетинга', 'Анализ рынка', 'A/B тесты', 'Маркетинговые исследования', 'Data Mining: Business Analytica', 'Интернет-реклама', 'Маркетинг']",от 70 000 до 150 000 руб. на руки,3–6 лет,Интернет-маркетолог аналитик в онлайн-школу
https://hh.ru/vacancy/50486124?from=vacancy_search_list&query=data%20analyst,"['Управление командой', 'Лидогенерация', 'Английский язык', 'Email маркетинг', 'SMS маркетинг', 'Internet Marketing', 'Креативность', 'GetCourse', 'Управление проектами', 'Zoom', 'Ориентация на результат', 'Управление продажами', 'Копирайтинг', 'SMM', 'Контекстная реклама', 'Тайм-менеджмент', 'Управление интернет-проектами', 'Маркетинговые коммуникации', 'Social Media Marketing']",от 2 000 USD до вычета налогов,3–6 лет,Интернет-маркетолог
